,symbol,x,y,z,frame
3782,H,-0.262027D+01,-0.604265D+00,0.231232D+02,6
3783,O,0.666803D+01,0.270765D+01,-0.451552D+01,6
3784,H,-0.177288D+02,-0.741008D-01,0.358534D+02,6
3785,H,-0.823373D+01,0.203720D+02,0.266277D+02,6
3786,O,-0.517658D+00,0.569982D+01,-0.370369D+00,6
3787,H,0.190918D+02,-0.224173D+02,-0.402650D+02,6
3788,H,-0.175748D+01,-0.363332D+02,-0.829508D+01,6
3789,O,-0.224348D+01,0.360147D+00,-0.440984D+01,6
3790,H,0.138486D+02,-0.137603D+02,-0.847544D+01,6
3791,H,-0.789629D+01,-0.108073D+02,-0.859421D+01,6
3792,O,-0.486601D+01,0.878370D-01,0.550387D+01,6
3793,H,0.230278D+02,-0.141093D+02,-0.233808D+02,6
3794,H,-0.143072D+02,0.260969D+02,0.180355D+02,6
3795,O,-0.602095D+01,0.194902D+01,0.365430D+01,6
3796,H,0.116206D+01,0.152047D+02,0.518174D+00,6
3797,H,-0.339834D+00,0.123038D+02,0.346380D+01,6
3798,O,0.430722D+01,0.278213D+01,-0.683130D+00,6
3799,H,0.100110D+02,0.120983D+01,-0.466823D+01,6
3800,H,-0.630932D+01,-0.102798D+02,-0.433586D+02,6
3801,O,0.767765D+00,0.270555D+01,-0.238648D+01,6
3802,H,0.130775D+02,0.329714D+00,-0.880641D+01,6
3803,H,-0.396787D+02,-0.282998D+02,0.901477D+00,6
3804,O,0.804347D+01,0.184339D+01,-0.967993D+01,6
3805,H,0.201334D+01,-0.825302D+01,-0.508139D+01,6
3806,H,0.157036D+02,0.616507D+01,0.219210D+01,6
3807,O,-0.904634D-02,-0.146781D+01,-0.183161D+01,6
3808,H,0.993133D+01,-0.614527D+01,0.286087D+02,6
3809,H,0.219956D+02,0.195397D+02,0.375625D+01,6
3810,O,-0.115138D+01,0.863587D+00,0.370753D+01,6
3811,H,0.212941D+02,-0.950069D+01,-0.487646D+01,6
3812,H,-0.200231D+02,0.143042D+02,0.604954D+01,6
3813,O,-0.327855D+01,0.680106D+01,0.512977D+00,6
3814,H,0.311508D+02,-0.321982D+01,0.812992D+01,6
3815,H,0.140845D+02,-0.204229D+02,0.644651D+00,6
3816,O,-0.120550D+02,-0.483611D+00,-0.181317D+01,6
3817,H,0.137300D+02,-0.192088D+01,0.200753D-01,6
3818,H,0.247971D+01,0.168077D+02,-0.137475D+02,6
3819,O,-0.231133D+01,0.124473D+02,-0.857220D-01,6
3820,H,0.420173D+01,-0.866194D+01,0.797705D+01,6
3821,H,-0.150416D+02,-0.278753D+02,0.203050D+02,6
3822,O,0.733488D+00,0.896142D+00,-0.214758D+01,6
3823,H,-0.288816D+02,-0.421718D+01,0.249801D+01,6
3824,H,0.163652D+02,0.157865D+02,0.277627D+02,6
3825,O,-0.145140D+01,0.609606D+00,-0.297590D+00,6
3826,H,0.110582D+02,0.980672D+01,0.404476D+01,6
3827,H,-0.274050D+01,0.370227D+01,-0.328767D+02,6
3828,O,0.243285D+01,0.664242D+00,-0.600427D+01,6
3829,H,-0.159554D+01,0.184917D+02,-0.274976D+02,6
3830,H,0.197772D+01,0.210539D+02,-0.981611D+00,6
3831,O,0.112023D+02,0.380169D+00,-0.326980D+01,6
3832,H,0.119124D+02,0.128084D+02,-0.177313D+02,6
3833,H,0.457454D+01,0.385814D+02,0.245027D+02,6
3834,O,-0.284253D+01,0.291917D+01,0.324464D+01,6
3835,H,-0.233237D+01,0.102641D+02,-0.157289D+02,6
3836,H,0.340627D+02,0.167675D+02,0.136506D+02,6
3837,O,-0.107705D+01,-0.549683D+01,0.463893D+01,6
3838,H,-0.542758D+01,-0.208340D+02,0.980384D+01,6
3839,H,0.116053D+02,-0.638756D+02,-0.792360D+01,6
3840,molden,generated,tinker,.xyz,6
3841,O,-0.118468D+01,0.628105D+01,0.103811D+02,6
3842,H,-0.518523D+01,0.587667D+01,0.125199D+01,6
3843,H,-0.155793D+02,-0.105286D+01,-0.958502D+01,6
3844,O,-0.637520D+01,-0.254676D+01,-0.497504D+01,6
3845,H,0.414731D+01,0.702327D+01,0.103976D+02,6
3846,H,-0.787834D+01,-0.695562D+01,0.653560D+01,6
3847,O,0.138175D+01,0.211159D+00,0.248349D+01,6
3848,H,0.684789D+01,0.128387D+01,0.741584D+01,6
3849,H,0.128334D+02,-0.113176D+02,0.144969D+02,6
3850,O,0.618205D+01,0.273355D+01,0.113949D+01,6
3851,H,-0.324806D+01,0.144836D+02,-0.496792D+01,6
3852,H,-0.957652D+01,-0.317883D+01,-0.179982D+02,6
3853,O,-0.583357D+01,-0.303020D+01,0.198354D+00,6
3854,H,0.373056D+01,-0.616230D+01,-0.270768D+02,6
3855,H,-0.263817D+02,0.455160D+01,-0.314677D+01,6
3856,O,-0.699247D+01,-0.199461D+01,-0.823150D+00,6
3857,H,0.565609D+01,0.500160D+01,0.196109D+00,6
3858,H,0.150307D+01,-0.179742D+02,0.114300D+02,6
3859,O,0.512096D+01,-0.325807D+01,-0.213289D+01,6
3860,H,-0.147802D+02,0.664577D+01,-0.100377D+02,6
3861,H,-0.374134D+01,0.304013D+02,-0.306987D+01,6
3862,O,-0.463140D+01,-0.590689D+01,-0.512828D+01,6
3863,H,-0.147333D+02,0.204631D+02,-0.176276D+01,6
3864,H,-0.190337D+02,-0.253477D+02,-0.551600D+01,6
3865,O,-0.538494D+01,0.322266D+01,-0.466377D+01,6
3866,H,0.377337D+01,0.441841D+01,-0.107788D+02,6
3867,H,0.283898D+02,0.304072D+02,0.100987D+02,6
3868,O,-0.403004D+01,0.593166D+01,-0.654932D+01,6
3869,H,0.881433D+00,0.146115D+02,-0.769771D+01,6
3870,H,0.318829D+02,0.285422D+02,0.242181D+02,6
3871,O,0.104560D+02,-0.429221D+01,0.628951D+01,6
3872,H,-0.151280D+02,-0.606434D+01,-0.593195D+00,6
3873,H,-0.330038D+02,0.302827D+02,0.442310D+02,6
3874,O,-0.285428D+00,0.144253D+01,0.753250D+01,6
3875,H,-0.593776D+01,-0.297534D+02,0.341889D+01,6
3876,H,0.128786D+02,-0.101277D+02,0.420132D+02,6
3877,O,-0.121943D-01,0.136810D+01,-0.505883D+01,6
3878,H,0.675176D+01,0.139094D+02,0.129941D+02,6
3879,H,-0.119206D+02,-0.322441D+02,-0.982341D+01,6
3880,O,0.638238D+00,-0.100347D+01,-0.612103D+01,6
3881,H,0.627857D+01,-0.237648D+02,-0.100366D+02,6
3882,H,0.188371D+02,0.149315D+02,0.288047D+02,6
3883,O,0.210413D+00,-0.146675D+01,0.243593D+01,6
3884,H,0.120706D+02,-0.242501D+02,-0.147501D+02,6
3885,H,0.116926D+01,-0.225368D+01,-0.233662D+02,6
3886,O,0.237261D+01,-0.178994D+01,-0.381082D+01,6
3887,H,-0.250389D+02,-0.103742D+02,0.254304D+02,6
3888,H,0.111729D+01,0.406511D+01,-0.785859D+01,6
3889,O,-0.137695D+01,-0.790074D+01,0.364056D+01,6
3890,H,-0.103324D+02,0.119821D+02,-0.667783D+01,6
3891,H,0.127796D+02,0.203420D+02,0.487649D+00,6
3892,O,0.166849D+01,-0.804116D+00,0.629780D+01,6
3893,H,0.634367D+01,0.239042D+01,-0.216859D+02,6
3894,H,0.469412D+00,0.728774D+01,0.558122D+01,6
3895,O,0.112584D+01,0.876936D+01,-0.109629D+01,6
3896,H,-0.327309D+02,-0.176978D+02,-0.468785D+02,6
3897,H,-0.323468D+02,-0.369135D+02,0.156356D+02,6
3898,O,0.270745D+01,0.107017D+01,0.143958D+02,6
3899,H,-0.671979D+01,-0.199010D+01,0.333375D+02,6
3900,H,-0.122679D+01,-0.182765D+02,-0.141276D+02,6
3901,O,0.814025D-01,-0.137961D+01,-0.429971D+01,6
3902,H,-0.175028D+02,0.924034D+01,0.554157D+01,6
3903,H,-0.124559D+01,-0.189160D+02,0.139989D+01,6
3904,O,-0.332474D+00,0.505415D+01,0.315166D+01,6
3905,H,-0.147097D+02,0.152270D+02,0.337088D+01,6
3906,H,0.511791D+01,0.961448D+01,-0.896515D+01,6
3907,O,0.127286D+01,-0.359503D+01,-0.432364D+01,6
3908,H,0.276143D+01,0.125306D+01,-0.542684D+01,6
3909,H,-0.242286D+02,-0.550856D+01,0.434695D+01,6
3910,O,-0.833133D+01,-0.817758D+01,-0.197760D+01,6
3911,H,0.517599D+01,0.979049D+00,0.280838D+00,6
3912,H,0.104087D+02,-0.233492D+02,0.239652D+02,6
3913,O,0.642569D+00,0.513600D+00,0.817781D+01,6
3914,H,-0.449351D+01,-0.329970D+02,0.736786D+01,6
3915,H,0.361381D+01,0.226150D+02,0.127296D+02,6
3916,O,-0.171468D+01,0.694627D+01,0.608080D+01,6
3917,H,0.243237D+02,0.854151D+01,-0.118618D+02,6
3918,H,-0.180393D+02,-0.929725D+01,0.187827D+02,6
3919,O,0.641427D+01,-0.287526D+01,-0.182237D+00,6
3920,H,-0.394586D+02,0.758748D+01,-0.160423D+02,6
3921,H,0.202794D+01,0.158735D+02,0.254383D+02,6
3922,O,-0.764764D+00,0.594246D+00,-0.367292D+00,6
3923,H,0.626820D+01,-0.176121D+01,0.259772D+01,6
3924,H,0.188957D+02,0.116229D+02,-0.527217D+01,6
3925,O,0.754129D+01,0.277957D+01,0.403280D+01,6
3926,H,0.163031D+02,0.266002D+02,-0.368845D+01,6
3927,H,0.523914D+01,-0.183412D+02,0.275405D+02,6
3928,O,0.478750D+01,0.632652D+01,-0.202291D+01,6
3929,H,0.206221D+02,-0.109434D+01,0.115635D+02,6
3930,H,-0.145734D+02,-0.368353D+01,-0.156717D+02,6
3931,O,-0.605908D+01,-0.457372D+01,0.517844D+01,6
3932,H,-0.183951D+02,-0.595929D+01,0.147528D+02,6
3933,H,-0.101607D+02,0.911969D+01,-0.226688D+01,6
3934,O,-0.636961D+01,0.127935D+01,-0.375627D+01,6
3935,H,-0.125535D+02,-0.169856D+02,-0.950236D+00,6
3936,H,0.118561D+02,-0.209035D+01,0.607579D+01,6
3937,O,0.439559D+01,0.430702D+00,-0.328225D+01,6
3938,H,-0.130611D+02,0.364629D+01,0.104100D+02,6
3939,H,-0.967262D+01,-0.174828D+02,0.213030D+02,6
3940,O,0.422745D+01,-0.452926D+01,-0.391358D+01,6
3941,H,-0.113857D+02,0.231652D+02,-0.160838D+01,6
3942,H,-0.166289D+02,0.395666D+02,-0.902479D+01,6
3943,O,-0.337284D+01,0.134690D+01,0.111752D+01,6
3944,H,0.716590D+01,-0.158844D+02,0.505513D+01,6
3945,H,-0.930845D+01,-0.393331D+01,-0.246569D+01,6
3946,O,-0.567687D+01,-0.223040D+01,0.520207D+01,6
3947,H,0.831985D+00,0.116025D+02,0.397956D+02,6
3948,H,0.168147D+01,0.252627D+02,-0.410503D+02,6
3949,O,-0.221090D+01,0.628893D+00,-0.321474D+01,6
3950,H,-0.101781D+02,-0.363123D+01,-0.325439D+01,6
3951,H,-0.127154D+02,0.502995D+01,0.186226D+02,6
3952,O,-0.156286D+01,0.231093D+01,0.179764D+01,6
3953,H,0.326754D+02,0.807637D+01,0.176776D+02,6
3954,H,-0.831166D+01,-0.381992D+02,0.118487D+01,6
3955,O,-0.295406D+01,0.681762D+01,0.199669D+01,6
3956,H,0.681545D+01,-0.439059D+01,0.411324D+01,6
3957,H,0.964905D+01,-0.281979D+01,0.120782D+00,6
3958,O,0.461194D+01,0.257647D+01,-0.254562D+01,6
3959,H,-0.160797D+02,0.452094D+01,-0.184053D+02,6
3960,H,-0.611311D+00,-0.307066D+02,0.326319D+01,6
3961,O,-0.197522D+01,0.984145D+01,0.113042D+01,6
3962,H,0.784555D+01,0.726572D+01,0.135709D+02,6
3963,H,-0.211977D+02,-0.838985D+01,0.484375D+01,6
3964,O,-0.669274D+00,-0.105040D+02,-0.523514D+01,6
3965,H,-0.138176D+02,0.477050D+01,0.910933D+01,6
3966,H,0.735534D+01,0.277684D+02,-0.762448D+01,6
3967,O,0.591816D+01,0.224291D+01,0.109070D+01,6
3968,H,-0.134908D+02,-0.291106D+00,-0.325013D+02,6
3969,H,-0.127457D+02,-0.968036D+01,-0.282369D+00,6
3970,O,0.198627D+01,0.431083D+01,0.240833D+01,6
3971,H,0.311146D+02,0.224300D+01,0.114933D+02,6
3972,H,-0.340446D+01,0.282190D+02,0.253924D+02,6
3973,O,-0.135947D+01,-0.345505D+01,-0.121240D+01,6
3974,H,0.174219D+02,0.220409D+02,-0.359788D+02,6
3975,H,-0.618834D+01,-0.279196D+01,0.522921D+01,6
3976,O,0.530708D+01,0.106014D+01,-0.273325D+01,6
3977,H,-0.580481D+01,-0.136524D+02,0.226493D+02,6
3978,H,0.758631D+01,-0.192670D+02,-0.123916D+02,6
3979,O,0.467627D+01,-0.131685D+01,0.169737D+00,6
3980,H,-0.128734D+01,-0.156289D+02,-0.306943D+02,6
3981,H,0.207610D+02,0.854301D+01,0.471052D+02,6
3982,O,0.487886D+01,0.214111D+01,0.497520D+01,6
3983,H,0.146017D+02,-0.170654D+02,-0.140070D+02,6
3984,H,0.169020D+02,-0.247605D+02,-0.162960D+02,6
3985,O,0.102680D+02,0.776851D+01,0.136895D+01,6
3986,H,-0.100142D+02,0.261207D+02,-0.216409D+01,6
3987,H,-0.306881D+02,0.219860D+02,0.189525D+01,6
3988,O,0.667973D+01,0.410416D+01,0.275508D+01,6
3989,H,0.974866D+00,-0.562569D+02,-0.334312D+02,6
3990,H,-0.150591D+01,0.313506D+02,-0.295930D+01,6
3991,O,-0.148477D+02,-0.236467D+01,0.177721D+01,6
3992,H,0.186853D+02,0.288413D+02,0.620039D+02,6
3993,H,-0.199451D+02,0.219257D+02,-0.105849D+02,6
3994,O,-0.127927D+01,-0.172732D+00,0.426606D+01,6
3995,H,-0.148305D+02,0.386211D+01,0.158452D+02,6
3996,H,0.898732D+01,0.150131D+01,-0.490657D+01,6
3997,O,0.452302D+01,-0.122098D+00,-0.448884D+01,6
3998,H,0.145517D+02,0.650288D+01,-0.389333D+02,6
3999,H,-0.384624D+01,0.184963D+02,0.563755D+00,6
4000,O,0.267900D+01,-0.402548D+01,0.235057D+01,6
4001,H,-0.170130D+02,0.631702D+01,-0.245404D+02,6
4002,H,-0.264649D+01,-0.243481D+02,-0.398754D+01,6
4003,O,-0.569690D+01,-0.380679D+01,0.203150D+01,6
4004,H,0.216895D+01,-0.168769D+01,-0.136134D+02,6
4005,H,-0.110708D+02,-0.304186D+01,-0.495495D+01,6
4006,O,0.757597D+01,-0.294468D+01,0.572227D+01,6
4007,H,0.615004D+01,-0.514684D+01,0.540998D+01,6
4008,H,0.377378D+01,0.368944D+01,0.239384D+02,6
4009,O,-0.580358D+01,0.820342D+01,0.512776D+01,6
4010,H,-0.247182D+01,-0.810007D+01,0.194587D+02,6
4011,H,0.287977D+02,-0.202998D+01,0.659719D+01,6
4012,O,-0.328677D+01,-0.105442D+01,-0.655573D+01,6
4013,H,-0.856168D+01,-0.778741D+01,-0.282149D+02,6
4014,H,0.133181D+02,-0.257224D+01,-0.838993D+01,6
4015,O,-0.313480D+00,-0.563459D+01,-0.107598D+02,6
4016,H,0.131321D+02,0.284179D+02,0.178260D+02,6
4017,H,0.130723D+02,0.206752D+02,-0.105543D+02,6
4018,O,-0.279173D+01,-0.246091D+01,0.723266D+01,6
4019,H,-0.864736D+01,-0.377669D+01,-0.194448D+02,6
4020,H,-0.101857D+02,0.728720D+01,-0.705083D+01,6
4021,O,-0.403844D+01,-0.960800D+00,0.344564D+01,6
4022,H,0.108804D+02,0.148100D+02,0.227761D+01,6
4023,H,-0.143531D+02,-0.127784D+02,0.445919D+01,6
4024,O,-0.232607D+00,0.131015D+01,-0.291836D+01,6
4025,H,0.141771D+01,0.110967D+01,0.128003D+02,6
4026,H,-0.149535D+02,0.146509D+02,0.648293D+01,6
4027,O,-0.113895D+00,-0.501286D+01,-0.271558D+01,6
4028,H,0.998292D+01,-0.800359D+01,-0.142140D+02,6
4029,H,-0.168683D+02,0.138435D+02,0.125952D+02,6
4030,O,0.125136D+01,0.310992D+01,0.927876D+00,6
4031,H,-0.632755D+01,0.131145D+02,0.229583D+02,6
4032,H,0.146133D+02,0.129820D+02,-0.108361D+02,6
4033,O,-0.746745D+01,-0.710728D+01,-0.188216D+01,6
4034,H,-0.217988D+02,-0.165541D+02,0.458138D+01,6
4035,H,-0.174232D+02,-0.559434D+01,-0.200899D+02,6
4036,O,-0.739714D+00,-0.698694D+01,-0.164906D+00,6
4037,H,-0.675221D+01,-0.273995D+02,-0.240510D+01,6
4038,H,0.254684D+01,0.511224D+01,0.328314D+02,6
4039,O,0.769020D+01,0.547057D+00,-0.818371D+01,6
4040,H,-0.327108D+01,0.129696D+02,-0.783838D+01,6
4041,H,0.238458D+02,0.175274D+02,-0.823913D+01,6
4042,O,0.113987D+02,-0.460859D+01,-0.529921D+01,6
4043,H,-0.281085D+02,0.609603D+01,-0.922938D+01,6
4044,H,0.221435D+02,-0.810762D+01,-0.333899D+02,6
4045,O,-0.817698D+01,0.291872D+00,-0.168251D+01,6
4046,H,0.270041D+01,0.397072D+02,-0.229434D+02,6
4047,H,-0.243720D+02,0.254085D+02,-0.257371D+02,6
4048,O,-0.471906D+01,0.109866D+01,-0.902645D+01,6
4049,H,-0.964235D+01,0.174453D+01,-0.889923D+01,6
4050,H,0.733623D+01,0.249154D+01,-0.277588D+02,6
4051,O,-0.357632D+01,-0.368833D+00,-0.129130D+01,6
4052,H,0.320178D+01,0.209507D+01,0.118877D+02,6
4053,H,0.205831D+02,0.122381D+02,0.517402D+01,6
4054,O,-0.348540D+01,0.953158D+01,-0.678882D+01,6
4055,H,0.228671D+02,0.103282D+02,-0.340916D+02,6
4056,H,-0.213301D+02,-0.350299D+01,0.137302D+02,6
4057,O,0.262109D+01,0.145413D+01,-0.909267D+01,6
4058,H,-0.130820D+02,0.781877D+00,0.569275D+01,6
4059,H,0.161655D+02,0.181974D+02,0.345633D+01,6
4060,O,-0.624658D+00,0.306490D+01,0.173029D+01,6
4061,H,-0.202341D+02,-0.238249D+02,0.483699D+01,6
4062,H,0.101545D+01,0.735670D+01,0.157845D+02,6
4063,O,-0.425540D+01,0.210363D+01,-0.692742D+01,6
4064,H,-0.933189D+01,-0.262416D+02,0.831871D+01,6
4065,H,-0.123862D+02,0.204134D+02,-0.341739D+01,6
4066,O,0.905901D+01,0.571445D+00,0.165646D+01,6
4067,H,-0.299909D+00,0.464516D+01,0.510785D+01,6
4068,H,0.167773D+01,-0.481281D+01,-0.349370D+01,6
4069,O,-0.163619D+01,0.927150D+00,-0.278120D+01,6
4070,H,0.795320D+01,0.988774D+01,0.223543D+01,6
4071,H,0.536143D+01,0.330260D+02,-0.728452D+01,6
4072,O,-0.905379D-01,0.537605D+01,-0.546694D+00,6
4073,H,-0.154665D+02,0.106916D+02,0.615360D+01,6
4074,H,0.114624D+02,0.314351D+01,0.290562D+01,6
4075,O,-0.824511D+01,-0.924097D+01,0.363863D+01,6
4076,H,-0.275913D+02,-0.355118D+00,0.983510D+01,6
4077,H,-0.419361D+01,0.313475D+01,-0.261308D+02,6
4078,O,-0.383085D+00,-0.773552D+01,-0.507703D+01,6
4079,H,0.108524D+02,-0.618899D+01,0.271713D+02,6
4080,H,-0.405164D+01,0.271413D+02,0.225995D+02,6
4081,O,0.167700D+01,-0.508625D+01,-0.625096D+01,6
4082,H,-0.686498D+01,0.834302D+01,0.497054D+01,6
4083,H,-0.123077D+02,-0.212331D+02,-0.391516D+01,6
4084,O,-0.387760D+01,0.907911D+00,-0.611305D+01,6
4085,H,-0.112487D+00,-0.413171D+01,0.347646D+02,6
4086,H,0.840302D+01,-0.452384D+01,0.292968D+01,6
4087,O,-0.535407D+01,0.167183D+00,-0.797596D+01,6
4088,H,0.296216D+02,-0.764469D+01,0.191131D+02,6
4089,H,0.527843D+01,0.243320D+02,-0.419149D+01,6
4090,O,0.410023D+01,-0.392496D+01,0.419173D+00,6
4091,H,0.190187D+01,0.338998D+01,0.215252D+00,6
4092,H,0.233428D+01,-0.131029D+02,0.153898D+01,6
4093,O,-0.269851D+01,-0.798374D+01,0.396498D+01,6
4094,H,-0.874384D+01,0.169331D+02,0.106979D+02,6
4095,H,-0.100312D+02,-0.970413D+01,0.300085D+02,6
4096,O,-0.155815D+01,-0.845485D+00,0.168337D+01,6
4097,H,0.258875D+02,0.356225D+01,-0.200527D+01,6
4098,H,0.132473D+02,0.135841D+02,-0.306005D+01,6
4099,O,-0.138840D+01,0.510706D+01,0.754747D+01,6
4100,H,-0.785460D+01,0.104831D+01,0.207647D+02,6
4101,H,-0.100047D+02,0.520197D+00,0.332131D+01,6
4102,O,-0.145039D+02,0.634600D+01,0.501001D+01,6
4103,H,-0.139067D+02,0.352846D+01,0.164041D+02,6
4104,H,0.781026D+01,-0.238545D+02,0.648610D+01,6
4105,O,-0.200068D+01,0.430050D+01,-0.132942D+01,6
4106,H,0.129856D+02,-0.582010D+00,-0.108167D+02,6
4107,H,0.318081D+02,0.168279D+02,0.274079D+02,6
4108,O,0.170689D+01,0.455227D+01,-0.975273D-01,6
4109,H,-0.110621D+02,0.328579D+02,-0.147246D+02,6
4110,H,-0.225331D+02,-0.184797D+02,0.938632D+01,6
4111,O,-0.938870D+00,0.387312D+01,0.342889D+01,6
4112,H,0.745565D+01,-0.381758D+02,0.196886D+02,6
4113,H,0.547723D+01,0.368028D+02,0.493866D+01,6
4114,O,0.329669D+01,0.149422D+01,0.798339D+00,6
4115,H,0.169374D+02,-0.124779D+02,0.143471D+02,6
4116,H,0.165207D+01,-0.347978D+02,0.514711D+01,6
4117,O,-0.172807D+01,0.194512D+01,0.516134D+01,6
4118,H,-0.511405D+00,0.373883D+01,-0.639786D+01,6
4119,H,-0.340658D+01,0.823290D+01,0.108670D+02,6
4120,O,-0.591839D+00,0.151633D+01,-0.299602D+01,6
4121,H,-0.442345D+02,-0.563900D+01,-0.478541D+01,6
4122,H,0.158453D+02,0.749704D+01,0.480375D+01,6
4123,O,-0.411717D+00,-0.149868D+01,-0.531282D+01,6
4124,H,0.110375D+02,-0.213629D+02,0.125281D+02,6
4125,H,0.521567D+01,-0.295277D+02,0.465779D+01,6
4126,O,0.372013D+01,0.473239D+00,-0.443374D+01,6
4127,H,0.615218D+01,-0.741836D+01,0.108576D+02,6
4128,H,0.350757D+01,-0.252157D+02,0.239015D+02,6
4129,O,0.330810D+01,0.537825D+01,0.610002D+01,6
4130,H,-0.143365D+02,-0.119713D+02,0.112620D+02,6
4131,H,-0.137655D+01,0.885305D+01,0.298884D+01,6
4132,O,0.267772D+01,-0.871589D+00,-0.767100D+01,6
4133,H,-0.117483D+02,-0.105552D+02,-0.134487D+02,6
4134,H,-0.101305D+02,0.258669D+01,-0.160803D+02,6
4135,O,0.545667D+01,0.382939D+00,0.878602D+00,6
4136,H,-0.169548D+02,0.124423D+02,-0.251583D+02,6
4137,H,0.261742D+02,-0.154455D+02,0.172168D+02,6
4138,O,-0.436039D+01,-0.486919D+01,0.106627D+01,6
4139,H,0.149322D+02,0.210056D+02,0.113889D+02,6
4140,H,-0.114969D+02,0.267049D+01,-0.205833D+02,6
4141,O,-0.242060D+01,0.230754D+01,-0.576408D+00,6
4142,H,-0.109047D+01,0.123957D+02,0.243861D+02,6
4143,H,0.339140D+02,0.164063D+02,-0.528130D+01,6
4144,O,0.341447D+01,0.728243D+01,0.231989D+01,6
4145,H,0.100146D+02,0.720318D+01,0.184702D+02,6
4146,H,0.277593D+01,-0.161563D+02,-0.298930D+02,6
4147,O,0.114505D+01,-0.664663D-01,0.263200D+01,6
4148,H,0.402295D+01,0.290599D+01,-0.824288D+01,6
4149,H,0.180904D+02,0.129310D+02,-0.295119D+02,6
4150,O,-0.204866D+01,-0.366783D+01,-0.987331D+00,6
4151,H,-0.171698D+02,-0.904387D+01,0.168513D+02,6
4152,H,-0.588449D+02,0.174769D+02,-0.437048D+01,6
4153,O,-0.220105D+01,0.343314D+01,0.547649D+01,6
4154,H,0.110074D+02,-0.151125D+02,0.875300D+01,6
4155,H,0.241612D+00,-0.112711D+02,-0.103263D+02,6
4156,O,-0.100948D+02,0.182822D+01,0.250857D+00,6
4157,H,-0.392494D+01,-0.147162D+02,0.222514D+02,6
4158,H,-0.526814D+01,0.178179D+02,0.262197D+02,6
4159,O,0.107869D+00,0.382423D+01,-0.541347D+01,6
4160,H,-0.207808D+01,-0.338544D+02,0.132588D+02,6
4161,H,-0.345665D+00,0.791883D+01,-0.114284D+02,6
4162,O,-0.402867D+01,-0.726391D+01,-0.137721D+01,6
4163,H,-0.241178D+02,-0.254264D+02,-0.203702D+01,6
4164,H,0.551711D+02,0.496449D+01,0.562467D+02,6
4165,O,0.205859D+01,0.500988D+01,0.180535D+01,6
4166,H,0.113543D+02,-0.206058D+02,0.202587D+02,6
4167,H,-0.155607D+02,0.367142D+02,0.131669D+02,6
4168,O,-0.138876D+01,0.124876D+01,0.560464D+01,6
4169,H,0.337878D+02,-0.286203D+02,0.251313D+02,6
4170,H,-0.919686D+01,0.186758D+02,0.237935D+02,6
4171,O,0.141892D+01,-0.565021D+00,-0.182283D+01,6
4172,H,-0.163699D+01,0.762983D+01,-0.948362D+01,6
4173,H,-0.138586D+02,0.157631D+02,-0.716198D+01,6
4174,O,-0.541532D+01,-0.902336D+00,-0.938571D+00,6
4175,H,0.902996D+00,0.342227D+02,0.615490D+01,6
4176,H,-0.926383D+01,-0.718072D+01,-0.240582D+02,6
4177,O,-0.183791D+01,-0.381572D+01,-0.593569D+01,6
4178,H,-0.242433D+02,-0.212079D+02,-0.696210D+01,6
4179,H,0.118324D+02,-0.667909D+01,-0.134341D+02,6
4180,O,0.484735D+00,-0.307225D+01,-0.746721D+01,6
4181,H,-0.250774D+01,-0.980110D+01,-0.138770D+02,6
4182,H,-0.676009D+01,-0.346074D+01,0.442409D+01,6
4183,O,0.112999D+01,0.764506D+01,0.236596D+01,6
4184,H,0.171690D+02,-0.363854D+02,-0.277651D+01,6
4185,H,0.136092D+02,-0.340169D+02,0.158641D+02,6
4186,O,-0.276490D+01,-0.354572D+01,0.352390D+01,6
4187,H,0.160993D+02,-0.165701D+02,0.690997D+01,6
4188,H,0.195257D+02,-0.116919D+02,0.452654D+02,6
4189,O,0.333520D+01,-0.183601D+01,-0.743957D+01,6
4190,H,-0.193413D+02,-0.137455D+02,0.106921D+02,6
4191,H,0.467519D+01,-0.753495D+01,0.106108D+01,6
4192,O,0.649714D+01,-0.667742D+00,-0.119592D+00,6
4193,H,0.855402D+01,0.266389D+01,-0.127396D+02,6
4194,H,0.306492D+02,-0.198110D+02,-0.118712D+02,6
4195,O,0.251510D+01,-0.357775D+01,-0.275937D+01,6
4196,H,-0.692887D+01,0.151690D+02,0.302055D+02,6
4197,H,-0.147219D+02,-0.317013D+02,-0.573548D+01,6
4198,O,0.252146D+01,0.212656D+01,-0.969971D+01,6
4199,H,0.165539D+02,-0.218669D+01,0.167072D+02,6
4200,H,0.312915D+02,0.685017D+01,0.139564D+02,7
4201,H,0.311919D+01,-0.234264D+02,0.995074D+01,7
4202,O,-0.530393D+01,-0.130718D+01,-0.338993D+00,7
4203,H,0.940802D+01,-0.177704D+02,0.984450D+01,7
4204,H,-0.193921D+01,0.721904D+01,-0.843936D+01,7
4205,O,-0.558582D+01,-0.275751D+01,-0.550327D+01,7
4206,H,0.172716D+02,0.866728D+01,0.392151D+01,7
4207,H,0.221341D+02,0.100440D+02,0.896548D+01,7
4208,O,-0.707275D+01,0.201950D+01,-0.146535D+01,7
4209,H,-0.634222D+01,-0.105859D+02,-0.373547D+01,7
4210,H,-0.155691D+02,0.212447D+02,-0.114008D+02,7
4211,O,-0.447424D+01,-0.354201D+01,0.342064D+00,7
4212,H,-0.182617D+02,0.137458D+02,-0.167140D+02,7
